gene_name	strand	start	end	chr
CYGB	-	74523437	74547257	chr17
PRCD	+	74523667	74549660	chr17
RP11-666A8.8	-	74541749	74553765	chr17
RP11-666A8.7	+	74546032	74546908	chr17
RP11-666A8.12	+	74547433	74547832	chr17
SNHG16	+	74553847	74561430	chr17
SNORD1B	+	74557190	74557274	chr17
ST6GALNAC2	-	74559791	74583038	chr17
RP11-666A8.9	+	74565873	74567322	chr17
RP11-666A8.11	-	74591665	74591854	chr17
ST6GALNAC1	-	74620842	74639920	chr17
RNU6-227P	+	74652401	74652504	chr17
RP11-318A15.2	+	74668023	74669740	chr17
MXRA7	-	74668632	74707098	chr17
Y_RNA	-	74699713	74699809	chr17
JMJD6	-	74708918	74722866	chr17
METTL23	+	74722911	74730018	chr17
RP11-318A15.7	+	74729059	74734604	chr17
SRSF2	-	74730196	74733456	chr17
MFSD11	+	74731946	74777531	chr17
MIR636	-	74732531	74732630	chr17
RNU6-97P	+	74748993	74749097	chr17
CTD-2246P4.1	+	74795125	74802035	chr17
LINC00868	+	74846257	74857918	chr17
MGAT5B	+	74864537	74946475	chr17
RP11-87G24.3	-	74946398	74965238	chr17
RP11-87G24.6	-	74953104	74954304	chr17
AC015815.5	-	75076717	75076850	chr17
AC015815.4	+	75077628	75077716	chr17
LINC00338	+	75082797	75091068	chr17
SEC14L1	+	75082797	75213179	chr17
AC015815.3	+	75083296	75083384	chr17
AC015815.6	-	75085985	75087063	chr17
AC015815.2	+	75087900	75088024	chr17
AC015815.1	+	75099518	75099654	chr17
AC015815.7	-	75104707	75104798	chr17
AC015815.8	-	75108842	75108930	chr17
RNU4-47P	-	75148642	75148756	chr17
CYCSP40	-	75195031	75195625	chr17
RP11-285E9.6	-	75253818	75277979	chr17
RP11-285E9.5	-	75260261	75260858	chr17
SEPT9	+	75276650	75496678	chr17
RP11-936I5.1	-	75369899	75373318	chr17
MIR4316	-	75393065	75393136	chr17
Y_RNA	+	75438190	75438295	chr17
RP11-75C10.7	+	75465149	75467127	chr17
RP11-75C10.9	-	75465243	75468852	chr17
RP11-13K12.2	+	75523079	75532674	chr17
RP11-13K12.1	+	75543021	75559325	chr17
RP11-13K12.5	-	75559449	75564777	chr17
RP11-316M20.1	-	75718953	75724641	chr17
FLJ45079	-	75875108	75878659	chr17
RNU1-80P	+	75916179	75916340	chr17
TNRC6C	+	76000248	76104916	chr17
UBE2V2P2	-	76062338	76062842	chr17
RNU6-625P	+	76063027	76063134	chr17
AC021593.1	+	76101531	76102949	chr17
TNRC6C-AS1	-	76103478	76107880	chr17
TMC6	-	76106538	76128488	chr17
TMC8	+	76126850	76139049	chr17
C17orf99	+	76142433	76162258	chr17
EIF5AP2	+	76153483	76155216	chr17
SYNGR2	+	76164638	76169608	chr17
TK1	-	76170159	76183314	chr17
AFMID	+	76183397	76203782	chr17
RP11-219G17.6	-	76207698	76207989	chr17
BIRC5	+	76210266	76221717	chr17
AC087645.1	-	76210461	76220740	chr17
TMEM235	+	76227390	76237068	chr17
THA1P	-	76244573	76250497	chr17
RP11-219G17.4	-	76257429	76274573	chr17
AC061992.2	+	76311809	76343879	chr17
SOCS3	-	76352863	76356158	chr17
RP11-806H10.4	+	76356533	76369992	chr17
RN7SL236P	-	76366934	76367216	chr17
PGS1	+	76374720	76421195	chr17
SNORA30	+	76396015	76396144	chr17
DNAH17	-	76419777	76573476	chr17
AC061992.1	+	76422408	76422834	chr17
RP11-559N14.5	+	76480963	76495428	chr17
DNAH17-AS1	+	76494910	76499138	chr17
RP11-559N14.6	+	76518328	76518910	chr17
RN7SL454P	-	76528874	76529137	chr17
CTD-2357A8.3	-	76613470	76628139	chr17
CYTH1	-	76670129	76778379	chr17
RNU6-638P	-	76692775	76692879	chr17
USP36	-	76783462	76837523	chr17
RPL9P29	-	76842034	76842950	chr17
TIMP2	-	76849058	76921469	chr17
RP11-323N12.5	+	76851559	76851926	chr17
DDC8	-	76866991	76899299	chr17
CTD-2373H9.5	+	76899344	76901106	chr17
LGALS3BP	-	76967319	76976191	chr17
CANT1	-	76987798	77005949	chr17
C1QTNF1-AS1	-	77015290	77023737	chr17
C1QTNF1	+	77018895	77045870	chr17
ENGASE	+	77071020	77084681	chr17
RBFOX3	-	77085426	77613550	chr17
RP11-398J5.1	+	77128803	77132484	chr17
MIR4739	-	77680984	77681058	chr17
CTD-2116F7.1	+	77681074	77686081	chr17
snoU13	+	77687492	77687588	chr17
ENPP7	+	77704680	77716021	chr17
CBX2	+	77751930	77761782	chr17
CBX8	-	77765930	77775482	chr17
RP11-353N14.1	+	77774396	77776326	chr17
AC100791.2	+	77784477	77784573	chr17
RP11-353N14.2	+	77797250	77801503	chr17
CBX4	-	77806954	77813228	chr17
RP11-353N14.3	-	77821856	77823909	chr17
RP11-353N14.5	-	77889050	77900524	chr17
RP11-353N14.4	+	77893155	77899261	chr17
TBC1D16	-	77906141	78009647	chr17
AC100791.1	-	77910550	77910992	chr17
CTD-2529O21.1	-	77965742	77966640	chr17
CTD-2529O21.2	+	77997692	77999906	chr17
CCDC40	+	78010434	78074412	chr17
GAA	+	78075354	78093678	chr17
EIF4A3	-	78109012	78120982	chr17
CARD14	+	78143790	78183130	chr17
RP11-334C17.5	-	78174471	78179748	chr17
SGSH	-	78180514	78194722	chr17
SLC26A11	+	78193497	78227299	chr17
RNF213	+	78234664	78372586	chr17
CTD-2047H16.2	+	78289450	78290433	chr17
CTD-2047H16.4	-	78325627	78388968	chr17
ENDOV	+	78388964	78411886	chr17
MIR4730	+	78393217	78393293	chr17
CTD-2526A2.2	-	78427534	78428529	chr17
NPTX1	-	78440947	78451643	chr17
CTD-2526A2.5	+	78489014	78489189	chr17
CTD-2526A2.6	+	78489456	78489612	chr17
RPL32P31	+	78516002	78516405	chr17
RPTOR	+	78518618	78940171	chr17
RPL31P7	-	78576348	78576741	chr17
RP11-28G8.1	-	78775439	78779432	chr17
CTD-2561B21.4	-	78914217	78915833	chr17
CTD-2561B21.3	-	78934565	78935513	chr17
CTD-2561B21.5	-	78940038	78945013	chr17
RPL12P37	+	78950253	78950748	chr17
CHMP6	+	78965397	78983317	chr17
CTD-2561B21.7	-	78973308	78973930	chr17
AC127496.1	+	78977134	78978932	chr17
CTD-2561B21.11	-	78991768	78993811	chr17
CTD-2561B21.10	-	78997344	78999303	chr17
BAIAP2-AS1	-	79002932	79008501	chr17
BAIAP2	+	79008947	79091232	chr17
AATK	-	79091094	79139877	chr17
MIR657	-	79099075	79099173	chr17
MIR338	+	79099676	79099755	chr17
MIR1250	-	79106995	79107108	chr17
RP11-149I9.2	+	79109570	79110056	chr17
AATK-AS1	+	79139306	79156964	chr17
AZI1	-	79163392	79196799	chr17
RP11-455O6.2	+	79171192	79174088	chr17
ENTHD2	-	79202076	79212891	chr17
AC027601.1	+	79202506	79207783	chr17
C17orf89	+	79213038	79215081	chr17
SLC38A10	-	79218799	79269347	chr17
LINC00482	-	79277570	79283048	chr17
TMEM105	-	79285073	79304474	chr17
RP11-1055B8.2	+	79336071	79348014	chr17
RP11-1055B8.3	-	79349800	79359160	chr17
RP11-1055B8.4	-	79361929	79364056	chr17
RP11-1055B8.6	+	79369274	79375658	chr17
RP11-1055B8.7	+	79373539	79433357	chr17
MIR4740	-	79374515	79374578	chr17
MIR3186	-	79418129	79418214	chr17
RP11-1055B8.8	-	79428038	79428963	chr17
ACTG1	-	79476996	79490873	chr17
AC139149.1	-	79478051	79478135	chr17
RP13-766D20.1	+	79480088	79480210	chr17
RP13-766D20.2	+	79481072	79494802	chr17
FSCN2	+	79495421	79504156	chr17
C17orf70	-	79506910	79520987	chr17
NPLOC4	-	79523912	79615495	chr17
Y_RNA	+	79540515	79540628	chr17
TSPAN10	+	79604196	79615779	chr17
PDE6G	-	79617488	79630142	chr17
OXLD1	-	79632065	79633665	chr17
CCDC137	+	79633393	79640934	chr17
AC139530.1	+	79643030	79643116	chr17
ARL16	-	79648203	79650954	chr17
HGS	+	79650355	79670168	chr17
RP13-1032I1.7	-	79668353	79670330	chr17
MRPL12	+	79670386	79674556	chr17
SLC25A10	+	79670400	79687569	chr17
SLC25A10	+	79670403	79688042	chr17
GCGR	+	79762007	79771889	chr17
FAM195B	-	79780286	79791178	chr17
AC174470.1	-	79780292	79784533	chr17
PPP1R27	-	79791367	79792926	chr17
P4HB	-	79801034	79818570	chr17
RP11-498C9.2	+	79801040	79801834	chr17
RP11-498C9.3	+	79825596	79826428	chr17
ARHGDIA	-	79825596	79829282	chr17
RP11-498C9.15	-	79836300	79838982	chr17
RP11-498C9.16	+	79836542	79837433	chr17
ALYREF	-	79845712	79849462	chr17
ANAPC11	+	79848665	79858867	chr17
NPB	+	79858620	79860781	chr17
PCYT2	-	79858840	79869340	chr17
SIRT7	-	79869814	79879199	chr17
MAFG	-	79876145	79885590	chr17
RP11-498C9.12	+	79880774	79882387	chr17
MAFG-AS1	+	79885704	79888629	chr17
PYCR1	-	79890259	79900288	chr17
RP11-498C9.13	+	79890273	79890934	chr17
MYADML2	-	79897520	79905109	chr17
AC137723.5	+	79899744	79905477	chr17
NOTUM	-	79910387	79919716	chr17
RP11-498C9.17	-	79923507	79924465	chr17
ASPSCR1	+	79934682	79975282	chr17
STRA13	-	79976577	79981983	chr17
LRRC45	+	79981177	79989027	chr17
RAC3	+	79989499	79992080	chr17
DCXR	-	79993011	79995608	chr17
RP13-650J16.1	+	79995780	79997256	chr17
RFNG	-	80005777	80009707	chr17
GPS1	+	80008566	80015346	chr17
DUS1L	-	80015381	80023763	chr17
FASN	-	80036213	80056208	chr17
CCDC57	-	80059335	80170706	chr17
snoU13	+	80099538	80099649	chr17
RP11-1376P16.2	+	80111305	80112691	chr17
RP11-1376P16.1	+	80117931	80118328	chr17
RP13-516M14.2	+	80172102	80175228	chr17
SLC16A3	+	80186272	80219005	chr17
CSNK1D	-	80196898	80231607	chr17
AC132872.1	+	80206942	80209703	chr17
AC132872.2	+	80214130	80216080	chr17
RP13-516M14.4	-	80247921	80250690	chr17
RP13-516M14.1	+	80251591	80252786	chr17
CD7	-	80272743	80275478	chr17
SECTM1	-	80278899	80291950	chr17
TEX19	+	80317122	80321652	chr17
UTS2R	+	80332152	80333462	chr17
RP13-20L14.1	-	80338985	80340566	chr17
OGFOD3	-	80347098	80376513	chr17
RP13-20L14.4	-	80358578	80359258	chr17
Y_RNA	+	80375101	80375197	chr17
HEXDC	+	80376193	80400521	chr17
C17orf62	-	80400464	80408705	chr17
RP13-20L14.6	-	80412148	80416397	chr17
NARF	+	80416055	80448413	chr17
RP13-991F5.2	-	80434472	80435800	chr17
NARF-IT1	+	80439973	80441264	chr17
FOXK2	+	80477588	80602538	chr17
RP13-638C3.6	-	80534491	80535267	chr17
RP13-638C3.2	+	80535898	80536492	chr17
snoU13	+	80540380	80540476	chr17
RP13-638C3.3	-	80545188	80546287	chr17
RP13-638C3.4	-	80560864	80562054	chr17
WDR45B	-	80572437	80606429	chr17
RAB40B	-	80612848	80656604	chr17
MIR4525	-	80626108	80626183	chr17
RP11-388C12.1	-	80671783	80674131	chr17
FN3KRP	+	80674558	80688204	chr17
RP11-388C12.5	-	80687039	80692019	chr17
FN3K	+	80693450	80709073	chr17
RP11-388C12.8	+	80702943	80703585	chr17
TBCD	+	80709939	80900724	chr17
AC068014.1	-	80735829	80735915	chr17
AC068014.2	-	80736352	80736450	chr17
RP11-567O16.1	-	80753361	80753971	chr17
ZNF750	-	80787310	80798454	chr17
RP11-497H17.1	+	80876157	80876661	chr17
B3GNTL1	-	80900030	81009686	chr17
RP11-1197K16.2	+	80936400	80939614	chr17
METRNL	+	81037566	81052864	chr17
AC144831.1	+	81061204	81063860	chr17
AC139099.4	+	81091899	81125376	chr17
AC139099.6	+	81159764	81168959	chr17
AC139099.1	-	81165853	81165944	chr17
AC139099.5	-	81168295	81175490	chr17
AC139099.3	+	81174665	81188573	chr17
AP005530.1	+	11102	15928	chr18
AP005530.2	-	14194	16898	chr18
RP11-683L23.2	+	45003	45556	chr18
RP11-683L23.1	-	47224	73545	chr18
IL9RP4	-	80139	88570	chr18
ROCK1P1	+	109064	122219	chr18
USP14	+	158382	214629	chr18
THOC1	-	214519	268050	chr18
RP11-705O1.8	+	268147	270278	chr18
RP11-720L2.4	+	316736	319165	chr18
RP11-720L2.3	-	316739	317366	chr18
COLEC12	-	319360	500722	chr18
RP11-720L2.2	-	423743	424416	chr18
RP11-14P20.1	-	508567	515294	chr18
CETN1	+	580366	581524	chr18
RN7SKP146	-	586516	586850	chr18
CLUL1	+	596987	650334	chr18
AP001178.1	-	603165	603258	chr18
C18orf56	-	641319	658340	chr18
RP11-806L2.2	+	650228	652843	chr18
RP11-806L2.5	-	653984	657259	chr18
TYMS	+	657603	673578	chr18
ENOSF1	-	670323	712676	chr18
RP11-806L2.6	+	706522	707648	chr18
YES1	-	721587	812547	chr18
RP11-769O8.1	+	735745	737459	chr18
RP11-769O8.3	-	738057	739662	chr18
RP11-769O8.2	+	738057	739444	chr18
RNU1-109P	-	797989	798136	chr18
RP11-672L10.6	+	813274	813757	chr18
RP11-672L10.4	+	832238	832470	chr18
RP11-672L10.5	+	856526	857046	chr18
RP11-672L10.3	-	894435	907681	chr18
RP11-672L10.2	-	902766	906668	chr18
ADCYAP1	+	904943	912173	chr18
RP11-672L10.1	-	926083	927994	chr18
RP11-689C9.1	-	962592	976884	chr18
RP11-78F17.1	+	976589	1174824	chr18
RP11-78F17.3	-	1159198	1160405	chr18
COX6CP3	-	1176790	1177013	chr18
LINC00470	-	1254383	1408345	chr18
RN7SKP72	-	1323794	1324086	chr18
RP11-288C17.3	+	1357651	1357943	chr18
RP11-288C17.1	-	1362445	1363874	chr18
RP11-476K15.1	+	1509183	1647098	chr18
CTD-2015H3.2	+	1655177	1779956	chr18
CTD-2015H3.1	+	1780329	1782065	chr18
RP11-161I6.2	-	1883524	2240847	chr18
CTD-2533G20.1	-	1927727	1929095	chr18
METTL4	-	2537523	2571508	chr18
snoU109	+	2555356	2555491	chr18
RP11-715F3.2	-	2561170	2562219	chr18
RP11-715F3.1	+	2568390	2569121	chr18
NDC80	+	2571509	2616634	chr18
KATNBL1P3	-	2593672	2594912	chr18
Y_RNA	+	2621088	2621200	chr18
RNU6-340P	-	2649759	2649866	chr18
CBX3P2	-	2652168	2655394	chr18
SMCHD1	+	2655736	2805015	chr18
RP11-703M24.5	-	2688561	2833063	chr18
snoU13	+	2774871	2774961	chr18
Y_RNA	+	2778938	2779055	chr18
EMILIN2	+	2847027	2915991	chr18
LPIN2	-	2916991	3013313	chr18
RP11-737O24.5	+	2920963	2921683	chr18
RP11-737O24.3	-	2945547	2946888	chr18
RP11-737O24.2	+	2948235	2960754	chr18
RP11-737O24.1	+	2967015	2985408	chr18
RP11-737O24.4	+	2990649	2991076	chr18
SNORA70	-	3025431	3025564	chr18
MYOM1	-	3066804	3220106	chr18
RNU7-25P	+	3093565	3093627	chr18
RP13-270P17.2	+	3190394	3247275	chr18
RP13-270P17.3	-	3246398	3247084	chr18
MYL12A	+	3247478	3256234	chr18
RP13-270P17.1	-	3255433	3261848	chr18
MYL12B	+	3261906	3278282	chr18
RP11-838N2.5	+	3284142	3327290	chr18
RP11-838N2.3	-	3347773	3350557	chr18
RPL31P59	-	3377913	3378245	chr18
IGLJCOR18	+	3394886	3395310	chr18
RPL21P127	-	3406339	3406816	chr18
TGIF1	+	3411605	3458409	chr18
RP11-838N2.8	+	3415142	3415578	chr18
snoU13	-	3424256	3424347	chr18
RP11-838N2.4	+	3466247	3478976	chr18
DLGAP1	-	3496029	4455335	chr18
RN7SL39P	-	3571213	3571509	chr18
snoU13	-	3572937	3573041	chr18
RP11-710M11.1	+	3580166	3580752	chr18
DLGAP1-AS1	+	3593729	3598350	chr18
DLGAP1-AS2	+	3602997	3608334	chr18
RP11-874J12.4	+	3653409	3656282	chr18
RP11-874J12.3	-	3770016	3771430	chr18
snoU13	+	3811316	3811420	chr18
DLGAP1-AS3	+	3878179	3897069	chr18
RNU6-831P	-	3894698	3894805	chr18
DLGAP1-AS4	+	3962352	4013943	chr18
GAPDHP66	-	3977648	3978615	chr18
DLGAP1-AS5	+	4264601	4295405	chr18
RP11-138C24.2	+	4430944	4431152	chr18
RP11-183C12.1	+	4459229	4459458	chr18
RP11-172F10.1	-	4775052	5004536	chr18
AP005138.1	-	4988090	4988168	chr18
PPIAP14	-	5002757	5003253	chr18
RP11-92G19.2	+	5081180	5095814	chr18
RP11-190I17.4	-	5132747	5133228	chr18
C18orf42	-	5145283	5197502	chr18
RP11-190I17.2	+	5159330	5171025	chr18
RP11-835E18.5	-	5232874	5238525	chr18
LINC00667	+	5232874	5246507	chr18
LINC00526	-	5236722	5238597	chr18
RP11-835E18.4	-	5240253	5241166	chr18
ZBTB14	-	5289017	5297052	chr18
CTD-3096M3.1	+	5310394	5317663	chr18
CTD-3096M3.2	-	5381639	5385329	chr18
EPB41L3	-	5392382	5630699	chr18
RP11-286N3.1	+	5463625	5480974	chr18
snR65	-	5558187	5558272	chr18
RP11-286N3.2	+	5567128	5570941	chr18
SNORD112	+	5579412	5579484	chr18
AP001032.1	-	5661943	5662049	chr18
RP11-945C19.1	+	5748817	5876327	chr18
MIR3976	+	5840693	5840832	chr18
TMEM200C	-	5882070	5895954	chr18
RP11-945C19.4	+	5887485	5909121	chr18
L3MBTL4	-	5954704	6415236	chr18
RP11-793A3.1	+	5956099	5960784	chr18
RNU5F-3P	-	6017721	6017838	chr18
RP11-793A3.2	+	6025089	6082454	chr18
RP11-760N9.1	+	6256745	6260933	chr18
RN7SL723P	-	6437062	6437337	chr18
RNU6-349P	+	6454960	6455067	chr18
RPL6P27	-	6462142	6463014	chr18
CTD-2124B20.2	+	6493418	6495667	chr18
C18orf64	+	6511414	6590652	chr18
CTD-2124B20.3	+	6557820	6558653	chr18
RN7SL282P	+	6601538	6601834	chr18
RP11-91I8.1	-	6641969	6642477	chr18
RP11-91I8.3	-	6728819	6729861	chr18
ARHGAP28	+	6729716	6915715	chr18
RP11-146G7.2	-	6873397	6875023	chr18
LINC00668	-	6919494	6929965	chr18
SCML2P1	+	6926942	6928209	chr18
RNU6-916P	-	6936910	6937019	chr18
LAMA1	-	6941742	7117813	chr18
RP11-781P6.1	+	6954675	6957418	chr18
RN7SL537P	-	6972706	6972988	chr18
RP11-76K13.2	+	7064030	7064196	chr18
RP11-76K13.3	+	7076815	7080122	chr18
SLC25A51P2	+	7134929	7135818	chr18
LRRC30	+	7231122	7232045	chr18
SNORA48	-	7301017	7301151	chr18
PTPRM	+	7566779	8406859	chr18
AP000897.1	-	7738108	7738223	chr18
RP11-678G15.2	-	7741307	7754829	chr18
RP11-678G15.1	+	7814115	7815728	chr18
AP005118.1	+	7840934	7841058	chr18
U3	+	7995567	7995782	chr18
RP11-376P6.3	+	8154555	8155068	chr18
AP005227.1	-	8227100	8227183	chr18
AP001094.1	-	8336436	8337038	chr18
RP11-789C17.3	-	8360817	8367032	chr18
RP11-789C17.1	+	8402844	8405159	chr18
RP11-789C17.5	-	8406758	8406951	chr18
RFWD2P1	+	8412126	8414302	chr18
RN7SL50P	+	8471828	8472124	chr18
THEMIS3P	+	8486994	8513847	chr18
AKR1B1P6	+	8545632	8546815	chr18
RAB12	+	8609442	8639379	chr18
RP11-661O13.1	-	8635176	8636345	chr18
RP11-674N23.2	-	8688019	8688408	chr18
RP11-674N23.1	-	8695853	8707619	chr18
SOGA2	+	8705658	8832776	chr18
Y_RNA	-	8720031	8720130	chr18
RP11-674N23.4	+	8801653	8802303	chr18
RPS4XP19	+	9020026	9020762	chr18
NDUFV2	+	9102627	9134343	chr18
RP11-21J18.1	+	9102733	9254344	chr18
RP11-143J12.3	-	9112401	9115875	chr18
RP11-143J12.2	-	9121262	9136643	chr18
ANKRD12	+	9136225	9285983	chr18
Y_RNA	-	9249646	9249744	chr18
Y_RNA	+	9250107	9250209	chr18
RP11-888D10.4	+	9259385	9260388	chr18
snoU13	+	9277976	9278077	chr18
RP11-888D10.3	-	9315191	9334439	chr18
TWSG1	+	9334764	9402418	chr18
RP11-61L19.2	-	9473418	9474004	chr18
RALBP1	+	9475006	9538114	chr18
RP11-61L19.1	+	9506239	9509724	chr18
RNU2-27P	-	9518116	9518258	chr18
RP11-61L19.3	+	9519446	9520197	chr18
PPP4R1	-	9546788	9615238	chr18
RP11-881L2.1	+	9587383	9590180	chr18
RP11-692N5.1	+	9615261	9619361	chr18
RNU6-903P	-	9617961	9618070	chr18
KRT18P8	-	9678244	9679490	chr18
RAB31	+	9708161	9862548	chr18
RP11-692N5.2	-	9734878	9735599	chr18
RP11-474N24.2	+	9785104	9787802	chr18
RN7SL862P	-	9830328	9830624	chr18
RNA5SP449	-	9844713	9844843	chr18
PIGPP4	-	9880576	9880883	chr18
TXNDC2	+	9885762	9889272	chr18
RP11-474N24.6	-	9912312	9912846	chr18
VAPA	+	9913998	9960018	chr18
RNA5SP450	+	9923916	9924018	chr18
AP005271.1	-	10005096	10005194	chr18
RP11-419J16.1	+	10125336	10144403	chr18
RP11-138E9.2	-	10323128	10372377	chr18
RP11-243E13.2	+	10375099	10378111	chr18
snoU13	-	10389894	10389997	chr18
RP11-243E13.1	-	10405129	10414512	chr18
APCDD1	+	10454624	10489945	chr18
NAPG	+	10525901	10552758	chr18
RP11-883A18.3	+	10594586	10604795	chr18
RP11-856M7.6	-	10612300	10626350	chr18
RP11-856M7.7	-	10622119	10622264	chr18
CCDC58P1	-	10623872	10624302	chr18
RP11-856M7.4	-	10627642	10628843	chr18
RP11-856M7.8	+	10632234	10632393	chr18
PMM2P1	+	10636666	10637396	chr18
RP11-856M7.1	+	10661929	10666884	chr18
PIEZO2	-	10666479	11148587	chr18
RP11-856M7.2	+	10704294	10709597	chr18
RP11-21G15.1	+	10724616	10728537	chr18
RP11-513M1.1	+	10893614	10908781	chr18
RP11-93H10.1	+	11326268	11328831	chr18
RP11-128P17.2	-	11366911	11378408	chr18
RP11-128P17.4	-	11390031	11390728	chr18
RP11-128P17.3	-	11447754	11489368	chr18
RP11-128P17.1	+	11454476	11465995	chr18
RP11-712C7.1	+	11488568	11506982	chr18
RP11-712C7.2	+	11552364	11552846	chr18
RP11-677O4.3	+	11609543	11610687	chr18
RP11-677O4.5	+	11618206	11618314	chr18
NPIPB1P	-	11619507	11639698	chr18
RP11-677O4.6	-	11620715	11621157	chr18
RP11-677O4.4	+	11644334	11644823	chr18
RP11-677O4.2	-	11666454	11670164	chr18
GNAL	+	11688954	11885684	chr18
RP11-677O4.7	+	11745624	11747580	chr18
RP11-78A19.2	-	11810404	11811483	chr18
CHMP1B	+	11851394	11854448	chr18
RP11-78A19.3	-	11851412	11852750	chr18
RP11-78A19.4	-	11857153	11857553	chr18
MPPE1	-	11882620	11909222	chr18
RP11-820I16.4	+	11908710	11909222	chr18
RP11-820I16.1	-	11910632	11914343	chr18
RP11-820I16.2	+	11928836	11929475	chr18
IMPA2	+	11981023	12030876	chr18
RP11-820I16.3	-	11993986	11994937	chr18
RP11-703I16.1	-	12031176	12032180	chr18
RP11-703I16.3	-	12040099	12040299	chr18
RP11-703I16.2	-	12050307	12050671	chr18
AP002414.1	-	12056674	12057821	chr18
RP11-815J4.7	-	12067171	12068416	chr18
RP11-815J4.6	-	12073230	12076653	chr18
RP11-815J4.1	+	12081538	12085266	chr18
RP11-815J4.5	-	12091672	12093140	chr18
ANKRD62	+	12093851	12129748	chr18
RNU6-324P	+	12098425	12098531	chr18
RP11-815J4.4	-	12101995	12102469	chr18
RP11-64C12.7	-	12192201	12192933	chr18
RP11-64C12.4	+	12200777	12201978	chr18
RP11-64C12.3	+	12201980	12223538	chr18
CCDC58P3	+	12211376	12211806	chr18
RP11-64C12.6	-	12230409	12231572	chr18
RP11-64C12.9	+	12246587	12247054	chr18
CIDEA	+	12254317	12277594	chr18
RP11-64C12.8	+	12288306	12291487	chr18
RNU6-170P	-	12304089	12304193	chr18
TUBB6	+	12307667	12344319	chr18
AFG3L2	-	12328942	12377313	chr18
RNU7-129P	+	12400410	12400472	chr18
SLMO1	+	12407894	12432237	chr18
AP001029.1	+	12431580	12432232	chr18
RP11-861E21.1	+	12432895	12437634	chr18
RP11-861E21.2	+	12438888	12448204	chr18
SPIRE1	-	12446510	12658133	chr18
RP11-861E21.3	+	12450445	12451041	chr18
snoU13	-	12533422	12533524	chr18
AP005482.1	+	12658041	12663470	chr18
PSMG2	+	12658736	12725739	chr18
CEP76	-	12661831	12702776	chr18
RP11-973H7.3	-	12670424	12671144	chr18
RP11-973H7.5	-	12738963	12750067	chr18
RP11-973H7.4	-	12739488	12749420	chr18
Y_RNA	+	12760715	12760817	chr18
RP11-973H7.1	-	12774649	12775922	chr18
PTPN2	-	12785476	12929642	chr18
RP11-773H22.1	+	12911184	12912022	chr18
RP11-773H22.2	+	12912842	12913905	chr18
SEH1L	+	12947131	12987535	chr18
RP11-773H22.4	-	12984692	12991172	chr18
CEP192	+	12991360	13125051	chr18
RP11-807E13.3	-	13139778	13140488	chr18
RP11-807E13.2	-	13151635	13152688	chr18
RP11-794M8.2	-	13183400	13185616	chr18
RP11-794M8.1	-	13203772	13216366	chr18
LDLRAD4	+	13217496	13652754	chr18
RP11-756J15.3	-	13234943	13236469	chr18
RP11-691H4.3	-	13362201	13366242	chr18
LDLRAD4-AS1	-	13419419	13427479	chr18
MIR5190	+	13459945	13460025	chr18
RP11-691H4.4	-	13461018	13470822	chr18
RP11-53B2.1	-	13471848	13472669	chr18
RP11-53B2.2	+	13486460	13490675	chr18
RP11-53B2.5	-	13500639	13501288	chr18
RP11-53B2.3	-	13514518	13522887	chr18
RP11-53B2.6	+	13526076	13526687	chr18
RP11-53B2.4	-	13561397	13565034	chr18
MIR4526	+	13611112	13611199	chr18
RP11-701H16.4	-	13644813	13645684	chr18
FAM210A	-	13663345	13726662	chr18
AP001010.1	+	13665113	13665165	chr18
RN7SL362P	-	13715098	13715367	chr18
RNMT	+	13726658	13764557	chr18
AP001525.1	-	13823913	13823985	chr18
MC5R	+	13824153	13826861	chr18
MC2R	-	13882042	13915706	chr18
RP11-681N23.1	-	13919601	13919922	chr18
RP11-411B10.8	+	14053949	14054760	chr18
ZNF519	-	14057455	14132489	chr18
RP11-411B10.4	-	14074910	14075740	chr18
RP11-411B10.2	+	14089933	14091018	chr18
RP11-411B10.3	+	14104540	14105225	chr18
AC006557.1	-	14118592	14118701	chr18
RP11-411B10.6	+	14137708	14139271	chr18
RP11-411B10.5	-	14143594	14151138	chr18
NF1P5	-	14152997	14157341	chr18
ANKRD20A5P	+	14179095	14249455	chr18
RNU6-316P	+	14190698	14190805	chr18
RHOT1P1	+	14222006	14222330	chr18
RP11-757O6.1	+	14244623	14252139	chr18
CYP4F35P	+	14337421	14342524	chr18
RP11-757O6.4	-	14361432	14361942	chr18
TERF1P2	-	14377544	14378756	chr18
FEM1AP2	-	14391911	14393908	chr18
LONRF2P1	-	14450214	14450882	chr18
CXADRP3	-	14477953	14499277	chr18
GRAMD4P7	+	14485804	14487500	chr18
POTEC	-	14507337	14543584	chr18
RNU6-1021P	-	14531674	14531781	chr18
OR4K7P	+	14570842	14571787	chr18
OR4K8P	+	14613135	14614183	chr18
SNX19P3	-	14629830	14632805	chr18
ANKRD30B	+	14728270	14852737	chr18
RNU6-1210P	+	14759186	14759293	chr18
AP006564.1	+	14771247	14771326	chr18
RP11-1157N2__B.2	-	14816149	14825248	chr18
MIR3156-2	+	14830164	14830241	chr18
RP11-527H14.6	+	14877609	14884051	chr18
FGF7P1	-	14888707	14890085	chr18
RP11-527H14.4	+	14903578	14915627	chr18
RP11-527H14.2	+	14946265	14973769	chr18
RP11-527H14.3	-	14968999	14970467	chr18
RP11-527H14.1	+	14978737	14979838	chr18
